method,dataset,seed,k_used,modularity,onmi,f1,mean_umax,frac_multi,rule_fidelity,m_used,error,secs
specsoft|cca,pheme,0,9,0.8370292991345362,0.0,0.172048945377384,0.9926172866254497,0.013,0.2735,,,0.33
fcmad|raw,pheme,2,9,0.8317326005132062,0.012365841865821459,0.3082998102221146,0.36089599739740275,0.0725,0.185,1.5,,0.41
default,pheme,2,9,0.8543142336088391,0.015056576023737778,0.2816022363559687,0.408388213609886,0.0985,0.1695,1.5,,5.86
specsoft|cca,pheme,2,9,0.8672429344158835,0.0,0.2271389356882274,0.9889949126703079,0.0215,0.1735,,,0.31
specsoft|cca,pheme,1,9,0.8223676349054564,0.0,0.239168098327786,0.9680207168145323,0.0625,0.317,,,0.41
specsoft|raw,pheme,0,9,0.4687932337271533,0.04864680896374263,0.21089118257470627,1.0,0.0,0.707,,,0.36
specsoft|raw,pheme,1,9,0.6990484117427855,0.008173109368641684,0.21439300142076456,1.0,0.0,0.4185,,,0.31
specsoft|raw,pheme,2,9,0.5503096379438589,0.008698833839511755,0.19938999575162566,1.0,0.0,0.644,,,0.33
base:spectral_graph+content,pheme,0,9,0.37161126504412,0.37173659969718553,0.5390407947339645,,,,,,0.66
base:spectral_graph+content,pheme,1,9,0.37710874371289954,0.3730291283757452,0.5404408655323404,,,,,,0.75
base:kmeans_content,pheme,0,9,0.26750039315123175,0.08652250524253047,0.3015546726246779,,,,,,0.55
base:spectral_graph+content,pheme,2,9,0.37638218843465615,0.37283580231775326,0.5402358664438359,,,,,,0.64
base:kmeans_content,pheme,1,9,0.29144765512213355,0.10975213170394671,0.31920040836886504,,,,,,0.38
base:kmeans_content,pheme,2,9,0.28892219323213386,0.13146933646532954,0.34248325346167974,,,,,,0.36
base:louvain,pheme,1,162,0.9842180391652389,0.0,0.26626153478470876,,,,,,0.42
base:louvain,pheme,0,162,0.9842180391652389,0.0,0.26626153478470876,,,,,,0.47
base:louvain,pheme,2,163,0.9842457736611393,0.0,0.26059781276312777,,,,,,0.45
default,fakeddit,2,10,0.29091205824468236,0.23679795396036396,0.29866808636115544,0.18425760606511965,0.18166666666666667,0.3625,1.5,,2.16
default,fakeddit,0,10,0.28399931936023204,0.32404460142087477,0.26519627888330477,0.1941229260755539,0.24083333333333334,0.37,1.5,,2.34
default,fakeddit,1,10,0.3173147611930934,0.3641407378164382,0.19635999725760228,0.14865793896925458,0.18583333333333332,0.3975,1.5,,2.44
fcm+rawpca+m1.2,fakeddit,0,10,0.34846564701634564,0.813566225420853,0.8452510027903998,0.795266641087584,0.2833333333333333,0.225,1.2,,2.53
fcm+rawpca+m1.2,fakeddit,1,10,0.3947734543432069,0.7802336880730975,0.842875779811967,0.8528390660147328,0.08583333333333333,0.3308333333333333,1.2,,2.36
kmsoft|cca,fakeddit,0,10,0.31710574495345434,0.6817094920001738,0.7077557145278153,0.6197122050668582,0.3075,0.19666666666666666,,,2.31
fcm+rawpca+m1.2,fakeddit,2,10,0.31353499803832874,0.6689174268180038,0.6996246714736152,0.7492044437733895,0.2791666666666667,0.18416666666666667,1.2,,2.62
kmsoft|cca,fakeddit,1,10,0.3187743552206865,0.6971623366173446,0.7112827002443854,0.6026015222434903,0.2891666666666667,0.18916666666666668,,,2.26
kmsoft|cca,fakeddit,2,10,0.3479309723844703,0.7812533239766424,0.8137430650121497,0.6252316540944604,0.29833333333333334,0.21916666666666668,,,2.41
kmsoft|raw,fakeddit,0,10,0.34746925165382614,0.8391530276935879,0.8252503275762824,0.671194202756303,0.3516666666666667,0.22583333333333333,,,2.34
kmsoft|raw,fakeddit,2,10,0.3186230484982718,0.7231495506572355,0.7198619645179289,0.6599669004636529,0.30333333333333334,0.18166666666666667,,,2.39
kmsoft|raw,fakeddit,1,10,0.35176369910322697,0.8326863930088915,0.8479024744096465,0.7012853241402507,0.3333333333333333,0.22333333333333333,,,2.64
gmm|cca,fakeddit,0,10,0.2528836682582258,0.5861003637313995,0.5742219530579542,0.9206971768748906,0.14916666666666667,0.2225,,,2.39
gmm|cca,fakeddit,1,10,0.30964045926022465,0.6819766555282949,0.7020857062542614,0.9365533157264654,0.11416666666666667,0.19583333333333333,,,2.39
gmm|cca,fakeddit,2,10,0.30014043052650374,0.6760806385022474,0.6959731255805977,0.9306395538274775,0.12333333333333334,0.19666666666666666,,,2.31
gmm|raw,fakeddit,0,10,0.2946074612844406,0.6120806112662756,0.5977322285218716,0.9612257419754732,0.06666666666666667,0.21666666666666667,,,2.36
gmm|raw,fakeddit,2,10,0.2903681274114021,0.6085154046113033,0.5923415937258041,0.9589648572589233,0.07166666666666667,0.2225,,,2.5
gmm|raw,fakeddit,1,10,0.34071979904219785,0.7046746040468761,0.7271591325806485,0.9682996487862514,0.056666666666666664,0.21416666666666667,,,2.8
fcmad|cca,fakeddit,1,10,0.3022425883993194,0.44601347667283187,0.5100555730560958,0.4225064118918807,0.29083333333333333,0.19666666666666666,1.3,,2.25
fcmad|cca,fakeddit,0,10,0.299935051789275,0.6196923238638219,0.6488366595812349,0.49193683805473293,0.3466666666666667,0.18916666666666668,1.3,,2.69
fcmad|cca,fakeddit,2,10,0.3189055760497566,0.47123993558361577,0.4901986376675603,0.418297904639834,0.1775,0.21916666666666668,1.3,,2.17
fcmad|raw,fakeddit,1,10,0.3408798650742696,0.6789566958330989,0.7244953982853601,0.48735021278763213,0.42,0.23166666666666666,1.3,,2.23
fcmad|raw,fakeddit,0,10,0.3431727083405146,0.6767228106637884,0.718386953191999,0.48976275595510516,0.4225,0.22666666666666666,1.3,,2.36
fcmad|raw,fakeddit,2,10,0.3442786428518003,0.7222374555616707,0.6783798695641489,0.4765959098394803,0.4658333333333333,0.22583333333333333,1.3,,2.31
specsoft|cca,fakeddit,0,10,0.418827362740487,0.7849534613882704,0.8595881695853047,0.9999982156208743,0.0,0.33166666666666667,,,2.52
specsoft|cca,fakeddit,1,10,0.41793116432483396,0.7742061403992606,0.8544571099722035,0.9999755751822945,0.0,0.3333333333333333,,,2.44
specsoft|cca,fakeddit,2,10,0.3180581271738497,0.670073123500613,0.7155967534467245,0.9981950459263131,0.0025,0.2225,,,2.31
base:spectral_graph+content,fakeddit,0,10,0.36495366825268355,0.5550827656017339,0.7086974478858832,,,,,,0.28
specsoft|raw,fakeddit,0,10,0.3739250583151837,0.7029695968038384,0.741555332287842,0.9999999839393464,0.0,0.295,,,2.62
base:spectral_graph+content,fakeddit,1,10,0.3665328857833608,0.558267171382854,0.7135813227392899,,,,,,0.38
base:spectral_graph+content,fakeddit,2,10,0.3624479068724976,0.5489359502033544,0.7063716959117723,,,,,,0.31
base:kmeans_content,fakeddit,1,10,0.11747181848192807,0.05281184324661137,0.3080640691677653,,,,,,0.5
base:kmeans_content,fakeddit,0,10,0.1358541343951137,0.08148429537517676,0.27069755766412107,,,,,,0.76
base:louvain,fakeddit,0,6,0.4501480804297777,0.630828565951995,0.887446322743587,,,,,,0.25
base:kmeans_content,fakeddit,2,10,0.13111921789289857,0.08074720016748604,0.27483072454287527,,,,,,0.55
base:louvain,fakeddit,1,6,0.4511259251670453,0.6685839387881221,0.8949522173875257,,,,,,0.2
default,dblp,0,8,0.8475776772909762,0.6702689982017619,0.7331002190599035,0.9325596433591274,0.033582089552238806,0.20988805970149255,1.5,,0.09
default,dblp,1,8,0.8475776772909762,0.6702689982017619,0.7331002190599035,0.9325591006745034,0.033582089552238806,0.20988805970149255,1.5,,0.11
base:louvain,fakeddit,2,7,0.44826334773387194,0.6948810755712067,0.9183184744705358,,,,,,0.28
default,dblp,2,8,0.8475776772909762,0.6702689982017619,0.7331002190599034,0.9325595152434858,0.033582089552238806,0.20988805970149255,1.5,,0.08
fcm+rawpca+m1.2,dblp,0,8,0.8476222480497352,0.6747589549181847,0.7336848796640583,0.9851791100403118,0.0065298507462686565,0.20988805970149255,1.2,,0.06
fcm+rawpca+m1.2,dblp,1,8,0.8476222480497352,0.6747589549181847,0.7336848796640583,0.9851797979880108,0.0065298507462686565,0.20988805970149255,1.2,,0.08
fcm+rawpca+m1.2,dblp,2,8,0.8316578779927107,0.580829091827785,0.6842486186638308,0.970930959978868,0.011194029850746268,0.2294776119402985,1.2,,0.08
kmsoft|cca,dblp,0,8,0.8477074683861308,0.6714914487110449,0.7321146792405944,0.9989211876582744,0.002798507462686567,0.20988805970149255,,,0.08
specsoft|raw,fakeddit,1,10,0.3741549567490452,0.707947524762643,0.7411075538026585,0.9999998124527133,0.0,0.2966666666666667,,,2.48
kmsoft|cca,dblp,1,8,0.8483047949771239,0.6714914487110449,0.7321146792405944,0.9989869664656578,0.002798507462686567,0.20988805970149255,,,0.11
kmsoft|cca,dblp,2,8,0.8477074683861308,0.6714914487110449,0.7321146792405945,0.9989211876582748,0.002798507462686567,0.20988805970149255,,,0.11
specsoft|raw,fakeddit,2,10,0.37519686548454295,0.7042246439196477,0.7408679191605383,0.999999959837333,0.0,0.2991666666666667,,,2.44
kmsoft|raw,dblp,0,8,0.8477074683861308,0.6714914487110449,0.7321146792405944,0.9989211876582744,0.002798507462686567,0.20988805970149255,,,0.11
kmsoft|raw,dblp,1,8,0.8483047949771239,0.6714914487110449,0.7321146792405944,0.9989869664656578,0.002798507462686567,0.20988805970149255,,,0.09
kmsoft|raw,dblp,2,8,0.8477074683861308,0.6714914487110449,0.7321146792405945,0.9989211876582748,0.002798507462686567,0.20988805970149255,,,0.11
gmm|cca,dblp,0,8,0.8094774555612543,0.5762006898594764,0.6676498248972351,0.9986861290339103,0.002798507462686567,0.29197761194029853,,,0.14
gmm|cca,dblp,1,8,0.8094774555612543,0.5762006898594764,0.6676498248972351,0.9986861290339049,0.002798507462686567,0.29197761194029853,,,0.12
gmm|cca,dblp,2,8,0.8391918393424127,0.6076647733168169,0.709621931671165,0.9982108552872826,0.0046641791044776115,0.20149253731343283,,,0.14
gmm|raw,dblp,0,8,0.8094774555612543,0.5762006898594764,0.6676498248972351,0.9986861290339103,0.002798507462686567,0.29197761194029853,,,0.12
fcmad|cca,dblp,0,8,0.8475776772909762,0.6702689982017619,0.7331002190599035,0.9325613497811285,0.033582089552238806,0.20988805970149255,1.5,,0.08
gmm|raw,dblp,1,8,0.8094774555612543,0.5762006898594764,0.6676498248972351,0.9986861290339049,0.002798507462686567,0.29197761194029853,,,0.12
fcmad|cca,dblp,1,8,0.8475776772909762,0.6702689982017619,0.7331002190599036,0.9325613539488821,0.033582089552238806,0.20988805970149255,1.5,,0.06
gmm|raw,dblp,2,8,0.8391918393424127,0.6076647733168169,0.709621931671165,0.9982108552872826,0.0046641791044776115,0.20149253731343283,,,0.12
fcmad|cca,dblp,2,8,0.8475776772909762,0.6702689982017619,0.7331002190599035,0.9325613497811295,0.033582089552238806,0.20988805970149255,1.5,,0.06
fcmad|raw,dblp,1,8,0.8475776772909762,0.6702689982017619,0.7331002190599036,0.9325613539488821,0.033582089552238806,0.20988805970149255,1.5,,0.08
fcmad|raw,dblp,0,8,0.8475776772909762,0.6702689982017619,0.7331002190599035,0.9325613497811285,0.033582089552238806,0.20988805970149255,1.5,,0.12
fcmad|raw,dblp,2,8,0.8475776772909762,0.6702689982017619,0.7331002190599035,0.9325613497811295,0.033582089552238806,0.20988805970149255,1.5,,0.12
specsoft|cca,dblp,0,8,0.6968572778951518,0.25240589271786495,0.4049705496447556,1.0,0.0,0.480410447761194,,,0.09
specsoft|cca,dblp,1,8,0.7236535840379696,0.1639872725482472,0.3558567861411671,1.0,0.0,0.47574626865671643,,,0.12
specsoft|cca,dblp,2,8,0.7114717159977393,0.15593871894585132,0.3788148570487511,1.0,0.0,0.4869402985074627,,,0.11
specsoft|raw,dblp,0,8,0.6968572778951518,0.25240589271786495,0.4049705496447556,1.0,0.0,0.480410447761194,,,0.09
specsoft|raw,dblp,1,8,0.7236535840379696,0.1639872725482472,0.3558567861411671,1.0,0.0,0.47574626865671643,,,0.11
specsoft|raw,dblp,2,8,0.7114717159977393,0.15593871894585132,0.3788148570487511,1.0,0.0,0.4869402985074627,,,0.08
base:spectral_graph+content,dblp,0,8,0.825141855262408,0.6362767682313523,0.7375557084638132,,,,,,0.11
base:spectral_graph+content,dblp,1,8,0.8291110055006329,0.6042176080907018,0.7235304577428769,,,,,,0.16
base:louvain,dblp,0,26,0.9192617043335325,0.3618974797476211,0.6509460607901514,,,,,,0.11
default,amazon,0,4,0.7172353714661406,0.5535487568737809,0.7972215846095807,0.9384570920835229,0.0821917808219178,0.3561643835616438,1.5,,0.02
base:spectral_graph+content,dblp,2,8,0.8237808132947907,0.6508921015717074,0.7482793850312857,,,,,,0.16
default,amazon,1,4,0.7172353714661406,0.5535487568737809,0.7972215846095806,0.9384544526676404,0.0821917808219178,0.3561643835616438,1.5,,0.01
default,amazon,2,4,0.7172353714661406,0.5535487568737809,0.7972215846095806,0.938326844777749,0.0821917808219178,0.3561643835616438,1.5,,0.01
fcm+rawpca+m1.2,amazon,0,4,0.7180900723208414,0.535887821000959,0.7513584402324021,0.9922239515848998,0.0136986301369863,0.3561643835616438,1.2,,0.02
fcm+rawpca+m1.2,amazon,1,4,0.7180900723208414,0.535887821000959,0.7513584402324021,0.9922238825810044,0.0136986301369863,0.3561643835616438,1.2,,0.02
base:louvain,dblp,1,28,0.9195997101462914,0.3524251782962686,0.6461903795923227,,,,,,0.11
fcm+rawpca+m1.2,amazon,2,4,0.7021729125575279,0.4745067193291904,0.7222430977112624,0.9937540679426063,0.0136986301369863,0.3561643835616438,1.2,,0.0
kmsoft|cca,amazon,0,4,0.7180900723208414,0.5300285895686356,0.7519931987323292,1.0,0.0,0.3561643835616438,,,0.01
kmsoft|cca,amazon,1,4,0.7180900723208414,0.5300285895686356,0.7519931987323292,1.0,0.0,0.3561643835616438,,,0.03
kmsoft|raw,amazon,0,4,0.7180900723208414,0.5300285895686356,0.7519931987323292,1.0,0.0,0.3561643835616438,,,0.02
kmsoft|cca,amazon,2,4,0.7180900723208414,0.5300285895686356,0.7519931987323292,1.0,0.0,0.3561643835616438,,,0.05
kmsoft|raw,amazon,1,4,0.7180900723208414,0.5300285895686356,0.7519931987323292,1.0,0.0,0.3561643835616438,,,0.02
kmsoft|raw,amazon,2,4,0.7180900723208414,0.5300285895686356,0.7519931987323292,1.0,0.0,0.3561643835616438,,,0.02
gmm|cca,amazon,0,4,0.6852366863905326,0.4888381971204725,0.7124965707972803,0.9999351536569533,0.0,0.3287671232876712,,,0.02
gmm|cca,amazon,2,4,0.6852366863905326,0.4888381971204725,0.7124965707972803,0.9999351536569533,0.0,0.3287671232876712,,,0.03
base:louvain,dblp,2,28,0.9198209301146187,0.35058284694097175,0.629210873475371,,,,,,0.14
gmm|cca,amazon,1,4,0.6852366863905326,0.4888381971204725,0.7124965707972803,0.9999351536569528,0.0,0.3287671232876712,,,0.03
gmm|raw,amazon,1,4,0.6852366863905326,0.4888381971204725,0.7124965707972803,0.9999351536569528,0.0,0.3287671232876712,,,0.02
gmm|raw,amazon,2,4,0.6852366863905326,0.4888381971204725,0.7124965707972803,0.9999351536569533,0.0,0.3287671232876712,,,0.02
gmm|raw,amazon,0,4,0.6852366863905326,0.4888381971204725,0.7124965707972803,0.9999351536569533,0.0,0.3287671232876712,,,0.03
fcmad|cca,amazon,0,4,0.7172353714661406,0.5535487568737809,0.7972215846095806,0.9384540558603633,0.0821917808219178,0.3561643835616438,1.5,,0.03
fcmad|cca,amazon,2,4,0.7172353714661406,0.5535487568737809,0.7972215846095807,0.9384540558603636,0.0821917808219178,0.3561643835616438,1.5,,0.01
fcmad|cca,amazon,1,4,0.7172353714661406,0.5535487568737809,0.7972215846095807,0.9384540558603631,0.0821917808219178,0.3561643835616438,1.5,,0.01
fcmad|raw,amazon,0,4,0.7172353714661406,0.5535487568737809,0.7972215846095806,0.9384540558603633,0.0821917808219178,0.3561643835616438,1.5,,0.01
fcmad|raw,amazon,1,4,0.7172353714661406,0.5535487568737809,0.7972215846095807,0.9384540558603631,0.0821917808219178,0.3561643835616438,1.5,,0.02
fcmad|raw,amazon,2,4,0.7172353714661406,0.5535487568737809,0.7972215846095807,0.9384540558603636,0.0821917808219178,0.3561643835616438,1.5,,0.02
specsoft|cca,amazon,0,4,0.7172353714661406,0.526120191794379,0.7430935519170814,1.0,0.0,0.3561643835616438,,,0.03
specsoft|cca,amazon,1,4,0.7172353714661406,0.526120191794379,0.7430935519170814,1.0,0.0,0.3561643835616438,,,0.03
specsoft|cca,amazon,2,4,0.7172353714661406,0.526120191794379,0.7430935519170814,1.0,0.0,0.3561643835616438,,,0.01
specsoft|raw,amazon,0,4,0.7172353714661406,0.526120191794379,0.7430935519170814,1.0,0.0,0.3561643835616438,,,0.01
specsoft|raw,amazon,1,4,0.7172353714661406,0.526120191794379,0.7430935519170814,1.0,0.0,0.3561643835616438,,,0.02
specsoft|raw,amazon,2,4,0.7172353714661406,0.526120191794379,0.7430935519170814,1.0,0.0,0.3561643835616438,,,0.02
base:spectral_graph+content,amazon,0,4,0.7144608809993426,0.6186401910049436,0.8343336843336844,,,,,,0.02
base:spectral_graph+content,amazon,1,4,0.7144608809993426,0.6186401910049436,0.8343336843336844,,,,,,0.02
base:spectral_graph+content,amazon,2,4,0.7144608809993426,0.6186401910049436,0.8343336843336844,,,,,,0.02
base:louvain,amazon,0,8,0.7574490466798159,0.37321511147137953,0.6942280356141619,,,,,,0.02
base:louvain,amazon,1,8,0.7574490466798159,0.37321511147137953,0.6942280356141619,,,,,,0.02
base:louvain,amazon,2,8,0.7574490466798159,0.37321511147137953,0.6942280356141619,,,,,,0.02
default,fakeddit_real_full,1,9,0.24079943492381636,0.044929254742191116,0.1457756014971586,0.1111409790104721,0.0,0.5364620938628158,1.5,,3.59
default,fakeddit_real_full,0,9,0.1406626863151124,0.027441981522099645,0.15075278928558083,0.11113579436349845,0.0,0.4693140794223827,1.5,,3.66
default,fakeddit_real_full,2,9,0.22188115790984209,0.04550175586536387,0.15271543051569647,0.11114626711778357,0.0,0.48231046931407945,1.5,,3.8
fcm+rawpca+m1.2,fakeddit_real_full,0,9,0.6495179387616542,0.14406001049592676,0.3467349921840241,0.5315796810372398,0.41660649819494583,0.1812274368231047,1.2,,4.12
fcm+rawpca+m1.2,fakeddit_real_full,2,9,0.4198742642169292,0.04128791522576125,0.3044004998869456,0.4625346293869766,0.4007220216606498,0.18483754512635378,1.2,,3.64
kmsoft|cca,fakeddit_real_full,0,9,0.5630344760771968,0.013369848903771908,0.28457363946382297,0.41157533961926335,0.3422382671480144,0.19494584837545126,,,3.51
kmsoft|cca,fakeddit_real_full,1,9,0.5650353035261435,0.05193735903147734,0.23483524298451983,0.4200134507842807,0.34512635379061374,0.19422382671480146,,,3.58
fcm+rawpca+m1.2,fakeddit_real_full,1,9,0.6114087180382334,0.1010843540715467,0.3090456465961212,0.519719936361541,0.41371841155234657,0.1884476534296029,1.2,,4.11
kmsoft|cca,fakeddit_real_full,2,9,0.4323676770779857,0.014964371082393235,0.28042604393713483,0.38381593512285256,0.36967509025270756,0.19494584837545126,,,3.56
kmsoft|raw,fakeddit_real_full,0,9,0.8098912968424848,0.09272464576871742,0.29052867281205746,0.45745383963253494,0.22815884476534296,0.2187725631768953,,,3.64
kmsoft|raw,fakeddit_real_full,2,9,0.6361784003954286,0.0654473276912888,0.336030548900247,0.41043248217304557,0.30108303249097473,0.23176895306859205,,,3.45
kmsoft|raw,fakeddit_real_full,1,9,0.7348053887475883,0.05220397616796024,0.2763457117818702,0.4435935745660467,0.3285198555956679,0.2339350180505415,,,3.67
gmm|cca,fakeddit_real_full,0,9,0.3596876402924406,0.08000272994602076,0.19512205626184978,0.7905106756499092,0.3552346570397112,0.26931407942238267,,,3.61
gmm|cca,fakeddit_real_full,1,9,0.5297080810261624,0.10203159079465207,0.2538088499217148,0.8436776384076025,0.2490974729241877,0.22093862815884477,,,3.66
gmm|cca,fakeddit_real_full,2,9,0.39818565528099276,0.13291001155570714,0.28568892845762844,0.8062276326241796,0.32418772563176895,0.29891696750902524,,,3.52
gmm|raw,fakeddit_real_full,0,9,0.7661414382698362,0.09807638701186994,0.33301021020681126,0.9298607955227389,0.1256317689530686,0.3436823104693141,,,3.59
gmm|raw,fakeddit_real_full,2,9,0.7003988583052986,0.07355232436710346,0.3582493861963919,0.920651725382051,0.14512635379061373,0.39494584837545127,,,3.73
gmm|raw,fakeddit_real_full,1,9,0.6167675691648425,0.09568499626614846,0.2989818222175775,0.9376687835837283,0.10830324909747292,0.3458483754512635,,,3.88
fcmad|cca,fakeddit_real_full,0,9,0.5041297746921447,0.013887995285162713,0.2510261367134902,0.5522415185599031,0.35451263537906136,0.1624548736462094,1.2,,3.75
fcmad|cca,fakeddit_real_full,1,9,0.5680634348115126,0.043956661602379876,0.21226543979786439,0.6100842739207051,0.3292418772563177,0.1891696750902527,1.2,,3.74
fcmad|raw,fakeddit_real_full,0,9,0.6495179387616542,0.1441838943460506,0.34618668456613605,0.5309677744325931,0.41588447653429605,0.1812274368231047,1.2,,3.61
fcmad|cca,fakeddit_real_full,2,9,0.39707595982727567,0.016541206358158367,0.25396870826443574,0.5378023298718142,0.3667870036101083,0.18989169675090253,1.2,,3.64
fcmad|raw,fakeddit_real_full,1,9,0.647664902894933,0.07550193248520709,0.27438538236396753,0.5776815650110186,0.34729241877256317,0.20866425992779783,1.2,,3.83
fcmad|raw,fakeddit_real_full,2,9,0.5450242703303156,0.06455709133233745,0.30432534205274875,0.4786307310101398,0.4404332129963899,0.2036101083032491,1.2,,3.73
specsoft|cca,fakeddit_real_full,0,9,0.7802489882648124,0.1321931238299251,0.2368612851921515,0.9985746937146832,0.002888086642599278,0.5148014440433213,,,3.61
specsoft|cca,fakeddit_real_full,2,9,0.751248140026627,0.1305446684596281,0.2292309647772398,0.9952035633401725,0.007942238267148015,0.4902527075812274,,,3.48
specsoft|cca,fakeddit_real_full,1,9,0.8299524174369238,0.12384830200409214,0.2565408244123369,0.9986981724454286,0.002888086642599278,0.39855595667870036,,,3.78
base:spectral_graph+content,fakeddit_real_full,0,9,0.6292848267937482,0.24965413182044371,0.2976106126086402,,,,,,0.34
specsoft|raw,fakeddit_real_full,0,9,0.7873309599767347,0.16698842731599928,0.2882112278160433,0.9967672134992606,0.005776173285198556,0.48014440433212996,,,3.75
base:spectral_graph+content,fakeddit_real_full,1,9,0.6292848267937482,0.24965413182044371,0.2976106126086402,,,,,,0.36
base:spectral_graph+content,fakeddit_real_full,2,9,0.6292848267937482,0.24965413182044371,0.2976106126086402,,,,,,0.39
base:kmeans_content,fakeddit_real_full,1,9,0.28458296833824565,0.15714842472300994,0.34982855575028804,,,,,,0.75
base:kmeans_content,fakeddit_real_full,0,9,0.2548045752202146,0.1563447108197875,0.35314716392543993,,,,,,0.88
base:kmeans_content,fakeddit_real_full,2,9,0.26634662724052355,0.12286513327155779,0.28689305293703626,,,,,,0.72
base:louvain,fakeddit_real_full,0,383,0.9411252369810245,0.10068204000507441,0.30641084085815645,,,,,,1.22
specsoft|raw,fakeddit_real_full,1,9,0.747881313514849,0.12063606094545787,0.33779950217913474,0.9839386204080308,0.036101083032490974,0.30324909747292417,,,3.25
specsoft|raw,fakeddit_real_full,2,9,0.7604851328308965,0.1440874701623458,0.2871239236938164,0.9936055777048335,0.009386281588447653,0.4642599277978339,,,3.17
base:louvain,fakeddit_real_full,1,382,0.9410351046897636,0.10079728807818,0.30403253673415487,,,,,,1.09
default,fakeddit_real_lcc,0,6,0.5471847152793584,0.13624927109591334,0.29870584349690205,0.27163526989461934,0.15033783783783783,0.4358108108108108,1.5,,0.49
default,fakeddit_real_lcc,1,6,0.5522990132665555,0.1421476531269955,0.27249832332118,0.26346838857857674,0.02195945945945946,0.42567567567567566,1.5,,0.47
default,fakeddit_real_lcc,2,6,0.539708464837765,0.09889430041556457,0.22137966064493023,0.24031363147301574,0.0,0.46114864864864863,1.5,,0.45
base:louvain,fakeddit_real_full,2,382,0.9410351046897636,0.10079728807818,0.30403253673415487,,,,,,1.09
fcm+rawpca+m1.2,fakeddit_real_lcc,0,6,0.7643460638729365,0.2614434862177102,0.4470200819810248,0.8303058311067125,0.11486486486486487,0.32263513513513514,1.2,,0.48
fcm+rawpca+m1.2,fakeddit_real_lcc,1,6,0.7649346529266492,0.25826751210867793,0.4448600432136088,0.8296670141329157,0.11993243243243243,0.3141891891891892,1.2,,0.45
fcm+rawpca+m1.2,fakeddit_real_lcc,2,6,0.7572088284137276,0.22231398042751305,0.3921601145497326,0.8648381655799409,0.08952702702702703,0.40878378378378377,1.2,,0.45
kmsoft|cca,fakeddit_real_lcc,0,6,0.7683389050555288,0.16327345799410475,0.2892967035298968,0.7508467180681417,0.07263513513513513,0.4155405405405405,,,0.45
kmsoft|cca,fakeddit_real_lcc,1,6,0.7681333460329866,0.21805506635924754,0.37381457649054056,0.7625685720567424,0.0929054054054054,0.40878378378378377,,,0.47
kmsoft|cca,fakeddit_real_lcc,2,6,0.7809625201540826,0.22287057434093294,0.39084981436272015,0.7491432835215632,0.14358108108108109,0.3581081081081081,,,0.5
kmsoft|raw,fakeddit_real_lcc,0,6,0.7653106696990528,0.21230232226702217,0.33456842862062647,0.7548616732242774,0.07432432432432433,0.42905405405405406,,,0.45
kmsoft|raw,fakeddit_real_lcc,1,6,0.7669862322443147,0.22312845269983217,0.3828512760525536,0.7501432572597355,0.08445945945945946,0.40709459459459457,,,0.47
kmsoft|raw,fakeddit_real_lcc,2,6,0.7667627873714844,0.22299594478586426,0.3832128962696189,0.7485056317971062,0.08952702702702703,0.41385135135135137,,,0.52
gmm|cca,fakeddit_real_lcc,0,6,0.6796074990962924,0.31392549831823413,0.5087110867908975,0.9597167688331794,0.07939189189189189,0.36824324324324326,,,0.47
gmm|cca,fakeddit_real_lcc,1,6,0.6582642638111149,0.3094325298124785,0.5127496276889945,0.95382657286874,0.09628378378378379,0.3783783783783784,,,0.45
gmm|cca,fakeddit_real_lcc,2,6,0.6597201533691841,0.3040031701822459,0.5118912597267782,0.9602984556192985,0.06925675675675676,0.41047297297297297,,,0.42
gmm|raw,fakeddit_real_lcc,0,6,0.7406464785786453,0.35034080939884216,0.5301480195374291,0.9859486793504108,0.02364864864864865,0.3581081081081081,,,0.45
gmm|raw,fakeddit_real_lcc,1,6,0.740588098883474,0.350156288882693,0.5297333657532101,0.9854462512746143,0.02195945945945946,0.3564189189189189,,,0.45
gmm|raw,fakeddit_real_lcc,2,6,0.7394108158395085,0.35510410988909213,0.5336710152237193,0.9849910815191054,0.02533783783783784,0.36317567567567566,,,0.47
fcmad|cca,fakeddit_real_lcc,0,6,0.714593685541637,0.20250390709522703,0.3566017977506108,0.6752173800331787,0.20439189189189189,0.38344594594594594,1.3,,0.48
fcmad|cca,fakeddit_real_lcc,1,6,0.722990794931719,0.20790881265541483,0.3682679135551277,0.6824566890684144,0.19763513513513514,0.3733108108108108,1.3,,0.47
fcmad|cca,fakeddit_real_lcc,2,6,0.7244777457056732,0.21169150605484188,0.37128581585909814,0.693679062764938,0.17398648648648649,0.38344594594594594,1.3,,0.5
fcmad|raw,fakeddit_real_lcc,0,6,0.7500621719851361,0.2311556474308114,0.42609315517283486,0.6582823699279045,0.24155405405405406,0.31756756756756754,1.3,,0.48
fcmad|raw,fakeddit_real_lcc,1,6,0.7501711136032374,0.22934355303895737,0.4243845095300669,0.6595763704730839,0.24324324324324326,0.30743243243243246,1.3,,0.48
specsoft|cca,fakeddit_real_lcc,0,6,0.7130708756199898,0.2321649533565564,0.3203394454500144,1.0,0.0,0.5084459459459459,,,0.45
fcmad|raw,fakeddit_real_lcc,2,6,0.7473169621370658,0.2239812771615206,0.41782956980232117,0.6553855827863472,0.2652027027027027,0.3158783783783784,1.3,,0.52
