method,dataset,seed,k_used,modularity,onmi,f1,mean_umax,frac_multi,rule_fidelity,m_used,error,secs
specsoft|cca,fakeddit_real_lcc|both@p0.4,2,6,0.7142582092525789,0.2078072787745291,0.36364696655203704,1.0,0.0,0.4797297297297297,,,0.14
specsoft|raw,fakeddit_real_lcc|both@p0.4,0,6,0.6307180430837019,0.22663398516830013,0.332469172145357,1.0,0.0,0.5472972972972973,,,0.17
base:spectral_graph+content,fakeddit_real_lcc|both@p0.4,0,6,0.6183107546626716,0.5091493790925179,0.6145528862943652,,,,,,0.06
specsoft|raw,fakeddit_real_lcc|both@p0.4,1,6,0.7135647594462153,0.2308876214272646,0.32601940517809186,1.0,0.0,0.4983108108108108,,,0.17
base:spectral_graph+content,fakeddit_real_lcc|both@p0.4,1,6,0.6188474817463181,0.5283427683150133,0.6200864890135578,,,,,,0.06
base:spectral_graph+content,fakeddit_real_lcc|both@p0.4,2,6,0.6189554789355579,0.5193258005594121,0.6180288758448335,,,,,,0.06
specsoft|raw,fakeddit_real_lcc|both@p0.4,2,6,0.7142582092525789,0.2078072787745291,0.36364696655203704,1.0,0.0,0.4797297297297297,,,0.16
base:kmeans_content,fakeddit_real_lcc|both@p0.4,0,6,0.06532066432152156,0.035060760584545436,0.1500221540789492,,,,,,0.11
base:kmeans_content,fakeddit_real_lcc|both@p0.4,1,6,0.07789419554138399,0.0958051818727268,0.2638028002936487,,,,,,0.11
base:louvain,fakeddit_real_lcc|both@p0.4,0,21,0.9112186617370746,0.3132431794118209,0.6275532403387196,,,,,,0.09
base:kmeans_content,fakeddit_real_lcc|both@p0.4,2,6,0.09774614850542213,0.10572439549287194,0.2786379285996166,,,,,,0.11
base:louvain,fakeddit_real_lcc|both@p0.4,1,21,0.9112186617370746,0.3132431794118209,0.6275532403387196,,,,,,0.08
default,fakeddit_real_lcc|both@p0.8,0,6,0.7644320127291288,0.21087541051393544,0.3724889300178114,0.8833877873304722,0.018581081081081082,0.38813559322033897,1.5,,0.05
base:louvain,fakeddit_real_lcc|both@p0.4,2,21,0.9112186617370746,0.3132431794118209,0.6275532403387196,,,,,,0.08
default,fakeddit_real_lcc|both@p0.8,1,6,0.7699606351556928,0.16685184125456687,0.31510937663059874,0.8666927613476937,0.018581081081081082,0.39661016949152544,1.5,,0.06
default,fakeddit_real_lcc|both@p0.8,2,6,0.7683001310039427,0.21121958670315366,0.3735586469402355,0.8813762929116938,0.016891891891891893,0.3864406779661017,1.5,,0.06
fcm+rawpca+m1.2,fakeddit_real_lcc|both@p0.8,0,6,0.7699606351556928,0.1663619514654643,0.3145845566722281,0.9836048472655194,0.018581081081081082,0.3898305084745763,1.2,,0.09
fcm+rawpca+m1.2,fakeddit_real_lcc|both@p0.8,1,6,0.7692743968215607,0.16698665182560135,0.31528685197884,0.9828240061115991,0.016891891891891893,0.3949152542372881,1.2,,0.08
fcm+rawpca+m1.2,fakeddit_real_lcc|both@p0.8,2,6,0.7176760448336005,0.1685104517677649,0.27386771227277656,0.992915568452267,0.0,0.4661016949152542,1.2,,0.06
kmsoft|cca,fakeddit_real_lcc|both@p0.8,0,6,0.7683001310039427,0.21817244241166378,0.38118045646935633,0.999048785138758,0.0,0.38813559322033897,,,0.06
kmsoft|cca,fakeddit_real_lcc|both@p0.8,1,6,0.7681450289677902,0.21176956782553302,0.35084185982641186,0.9984972357268996,0.0,0.39661016949152544,,,0.08
kmsoft|cca,fakeddit_real_lcc|both@p0.8,2,6,0.7679716796332668,0.21848713341759218,0.385546771709973,0.9990006205198638,0.0,0.3864406779661017,,,0.08
kmsoft|raw,fakeddit_real_lcc|both@p0.8,0,6,0.7683001310039427,0.21121958670315366,0.37355864694023544,0.994523631528216,0.016891891891891893,0.38813559322033897,,,0.08
kmsoft|raw,fakeddit_real_lcc|both@p0.8,1,6,0.7692821737851476,0.21090957734894522,0.3772226668742403,0.9939297974992327,0.018581081081081082,0.37966101694915255,,,0.09
gmm|cca,fakeddit_real_lcc|both@p0.8,1,6,0.7244273761664003,0.1973983847290497,0.364538636515622,0.9995848921860621,0.0,0.3050847457627119,,,0.06
gmm|cca,fakeddit_real_lcc|both@p0.8,0,6,0.750745168946139,0.2147268818128666,0.41984807322096795,0.9998304758483633,0.0,0.2966101694915254,,,0.08
kmsoft|raw,fakeddit_real_lcc|both@p0.8,2,6,0.7692821737851476,0.21090957734894522,0.3772226668742403,0.993430232659214,0.018581081081081082,0.3694915254237288,,,0.08
gmm|cca,fakeddit_real_lcc|both@p0.8,2,6,0.7466997370675071,0.22167103777351316,0.42237834292175247,0.9999215651126487,0.0,0.30338983050847457,,,0.06
gmm|raw,fakeddit_real_lcc|both@p0.8,0,6,0.7579650127816786,0.2121732469108728,0.4124636545567844,0.9992950656789954,0.0,0.31864406779661014,,,0.08
gmm|raw,fakeddit_real_lcc|both@p0.8,2,6,0.7564137300788035,0.22400533245625065,0.41696055102305096,0.9999855795358196,0.0,0.32033898305084746,,,0.08
gmm|raw,fakeddit_real_lcc|both@p0.8,1,6,0.7685207076113422,0.1509546400192574,0.3013034439130185,0.9994711620349072,0.0016891891891891893,0.33220338983050846,,,0.08
fcmad|cca,fakeddit_real_lcc|both@p0.8,0,6,0.7644320127291288,0.21087541051393544,0.3724889300178115,0.8833888920725346,0.018581081081081082,0.38813559322033897,1.5,,0.06
fcmad|cca,fakeddit_real_lcc|both@p0.8,1,6,0.7644772578673577,0.20940447184218058,0.37157150494197055,0.8819658397101777,0.018581081081081082,0.39661016949152544,1.5,,0.06
fcmad|cca,fakeddit_real_lcc|both@p0.8,2,6,0.7683001310039427,0.21121958670315366,0.3735586469402355,0.8813759280873378,0.016891891891891893,0.3864406779661017,1.5,,0.08
fcmad|raw,fakeddit_real_lcc|both@p0.8,0,6,0.7570373737667347,0.20816611741472202,0.36819837328918686,0.8695568415611232,0.02027027027027027,0.38813559322033897,1.5,,0.08
fcmad|raw,fakeddit_real_lcc|both@p0.8,1,6,0.7424645157963947,0.17194358613264105,0.31901516917234235,0.8670428006164175,0.02027027027027027,0.39661016949152544,1.5,,0.09
specsoft|cca,fakeddit_real_lcc|both@p0.8,0,6,0.6385422572626317,0.24017246995889252,0.37110475653109026,1.0,0.0,0.5898305084745763,,,0.06
fcmad|raw,fakeddit_real_lcc|both@p0.8,2,6,0.7509417908733449,0.21021573986943964,0.3691389447308298,0.8681380413416349,0.016891891891891893,0.3864406779661017,1.5,,0.08
specsoft|cca,fakeddit_real_lcc|both@p0.8,1,6,0.7560342853794216,0.17422658508712963,0.3184394710385694,1.0,0.0,0.4491525423728814,,,0.08
specsoft|cca,fakeddit_real_lcc|both@p0.8,2,6,0.7791469897536814,0.32410914507276534,0.4889829232595733,1.0,0.0,0.3423728813559322,,,0.06
specsoft|raw,fakeddit_real_lcc|both@p0.8,0,6,0.7632981326041317,0.21406507598744373,0.3479687741355744,1.0,0.0,0.4101694915254237,,,0.08
specsoft|raw,fakeddit_real_lcc|both@p0.8,1,6,0.7633286341584692,0.2119209331988514,0.3492554504222507,1.0,0.0,0.4186440677966102,,,0.08
base:spectral_graph+content,fakeddit_real_lcc|both@p0.8,0,6,0.5305023238721499,0.3412062315285298,0.4506872163002431,,,,,,0.06
specsoft|raw,fakeddit_real_lcc|both@p0.8,2,6,0.7631244509705645,0.2188203489176772,0.3793856710163888,1.0,0.0,0.40847457627118644,,,0.09
base:spectral_graph+content,fakeddit_real_lcc|both@p0.8,1,6,0.6213617962272073,0.36258629069353443,0.43890308637166675,,,,,,0.05
base:spectral_graph+content,fakeddit_real_lcc|both@p0.8,2,6,0.5269033619930182,0.20708287080346965,0.26083302160831634,,,,,,0.06
base:kmeans_content,fakeddit_real_lcc|both@p0.8,0,6,0.005469700559268655,0.0289624788644669,0.16997712878254753,,,,,,0.09
base:kmeans_content,fakeddit_real_lcc|both@p0.8,1,6,0.009102212982210095,0.040958367624608805,0.1749595940184121,,,,,,0.09
base:kmeans_content,fakeddit_real_lcc|both@p0.8,2,6,0.008329740131304305,0.01900105846613709,0.1846330649409005,,,,,,0.08
base:louvain,fakeddit_real_lcc|both@p0.8,0,21,0.9112186617370746,0.3132431794118209,0.6275532403387196,,,,,,0.08
base:louvain,fakeddit_real_lcc|both@p0.8,1,21,0.9112186617370746,0.3132431794118209,0.6275532403387196,,,,,,0.08
base:louvain,fakeddit_real_lcc|both@p0.8,2,21,0.9112186617370746,0.3132431794118209,0.6275532403387196,,,,,,0.08
