group,dataset,seed,method,x,k_used,onmi,modularity,f1,auroc_agree,auroc_conf,error,secs
mis,fakeddit,4,nfmcd_robust,0.2,10,0.8501965196283029,0.3528259549187572,0.8424256370227043,0.7214311842706904,0.7214311842706904,,0.62
mis,fakeddit,4,nfmcd_default,0.2,10,0.2619771457581842,0.37358189085924376,0.16552986928745628,0.5705121170553269,0.5705121170553269,,2.06
mis,fakeddit,0,nfmcd_default,0.4,10,0.19565720333518666,0.32183009295041776,0.1773009962418497,0.548505856283634,0.548505856283634,,2.74
mis,fakeddit,1,nfmcd_default,0.4,10,0.1981318502739957,0.38040305195753027,0.16891049258702048,0.574684862728341,0.574684862728341,,2.5
mis,fakeddit,2,nfmcd_default,0.4,10,0.2692120380271996,0.3809258425951036,0.17019169139758336,0.5380039849976559,0.5380039849976559,,2.62
mis,fakeddit,3,nfmcd_default,0.4,10,0.21575507645674807,0.34538953353975027,0.18030025657419607,0.5581684552674347,0.5581684552674347,,2.51
mis,fakeddit,0,nfmcd_robust,0.4,10,0.8341071403101515,0.35224301171286604,0.8338632337179002,0.6666508388730611,0.6666508388730611,,0.72
mis,fakeddit,1,nfmcd_robust,0.4,10,0.8391190740063746,0.3450606899440023,0.837963653804629,0.6620386443756008,0.6620386443756008,,0.8
mis,fakeddit,2,nfmcd_robust,0.4,10,0.8375276543825154,0.3560957064724374,0.8392314625328193,0.6549460853258322,0.6549460853258322,,0.69
mis,fakeddit,3,nfmcd_robust,0.4,10,0.8371255290046299,0.3495594204206238,0.8377878515733885,0.6828485139589817,0.6828485139589817,,0.69
mis,fakeddit_real_lcc,0,nfmcd_default,0.0,6,0.13624927109591334,0.5471847152793584,0.29870584349690205,nan,nan,,0.5
mis,fakeddit,4,nfmcd_robust,0.4,10,0.838716569208368,0.35306679134147784,0.8365958546249376,0.6686585404067308,0.6686585404067308,,0.72
mis,fakeddit,4,nfmcd_default,0.4,10,0.16430437047882562,0.3368583513433765,0.18810030653242182,0.5489173690972331,0.5489173690972331,,2.0
mis,fakeddit_real_lcc,1,nfmcd_default,0.0,6,0.1421476531269955,0.5522990132665555,0.27249832332118,nan,nan,,0.5
mis,fakeddit_real_lcc,2,nfmcd_default,0.0,6,0.09889430041556457,0.539708464837765,0.22137966064493023,nan,nan,,0.48
mis,fakeddit_real_lcc,3,nfmcd_default,0.0,6,0.08179244986982948,0.414772745755868,0.15514715766387208,nan,nan,,0.45
mis,fakeddit_real_lcc,0,nfmcd_robust,0.0,6,0.1954455469796429,0.7288552201165773,0.35139405265614915,nan,nan,,0.3
mis,fakeddit_real_lcc,1,nfmcd_robust,0.0,6,0.19559573397441066,0.7245019977060639,0.35082438192583126,nan,nan,,0.28
mis,fakeddit_real_lcc,4,nfmcd_default,0.0,6,0.1335901331374192,0.5650564865816888,0.26749143177412055,nan,nan,,0.51
mis,fakeddit_real_lcc,3,nfmcd_robust,0.0,6,0.19423576945863408,0.7208369258066364,0.34916575574002295,nan,nan,,0.25
mis,fakeddit_real_lcc,2,nfmcd_robust,0.0,6,0.19480874474971133,0.7264733821878222,0.3509094249353258,nan,nan,,0.28
mis,fakeddit_real_lcc,4,nfmcd_robust,0.0,6,0.19127793848999008,0.7228053254268081,0.34815470359712214,nan,nan,,0.27
mis,fakeddit_real_lcc,0,nfmcd_default,0.1,6,0.13099396990325074,0.6089254520441703,0.30097246733129296,0.5274255109578921,0.5274255109578921,,0.47
mis,fakeddit_real_lcc,1,nfmcd_default,0.1,6,0.06053396873875505,0.3517713771851708,0.15519323671497584,0.5438634399308556,0.5438634399308556,,0.48
mis,fakeddit_real_lcc,2,nfmcd_default,0.1,6,0.13268083954382215,0.6529381922262755,0.3124492861173918,0.60915995091699,0.60915995091699,,0.5
mis,fakeddit_real_lcc,3,nfmcd_default,0.1,6,0.11067516187231896,0.5393441076809338,0.2071499504999265,0.5523733646427372,0.5523733646427372,,0.47
mis,fakeddit_real_lcc,0,nfmcd_robust,0.1,6,0.1943051164479095,0.7249031817586807,0.3495867419315597,0.7364257572026595,0.7364257572026595,,0.3
mis,fakeddit_real_lcc,1,nfmcd_robust,0.1,6,0.194720957240194,0.7171987584701424,0.3496319348564718,0.6628493229616826,0.6628493229616826,,0.28
mis,fakeddit_real_lcc,2,nfmcd_robust,0.1,6,0.19323641315046702,0.7420102746631155,0.35958865331951967,0.7180711703644745,0.7180711703644745,,0.25
mis,fakeddit_real_lcc,4,nfmcd_default,0.1,6,0.0830762076574536,0.4604454945560613,0.1509712240231264,0.5610687022900763,0.5610687022900763,,0.48
mis,fakeddit_real_lcc,4,nfmcd_robust,0.1,6,0.1949312510892578,0.7368787087852556,0.35488254037807976,0.7407966018222113,0.7407966018222113,,0.25
mis,fakeddit_real_lcc,3,nfmcd_robust,0.1,6,0.200001458831782,0.719417694079927,0.3529126047438032,0.7117158671586716,0.7117158671586716,,0.3
mis,fakeddit_real_lcc,0,nfmcd_default,0.2,6,0.097638114705761,0.4301990234582254,0.1847277672620359,0.5214771101573678,0.5214771101573678,,0.53
mis,fakeddit_real_lcc,1,nfmcd_default,0.2,6,0.08625862161737041,0.41671280668039085,0.16884373913139092,0.49620141172850196,0.49620141172850196,,0.53
mis,fakeddit_real_lcc,2,nfmcd_default,0.2,6,0.13269861334220812,0.6513992395668681,0.310275290243871,0.5756929637526652,0.5756929637526652,,0.52
mis,fakeddit_real_lcc,3,nfmcd_default,0.2,6,0.08686742167583739,0.4795829870864744,0.17804019550783234,0.5335884353741497,0.5335884353741497,,0.5
mis,fakeddit_real_lcc,0,nfmcd_robust,0.2,6,0.20026078475450781,0.7523846449812043,0.3591240850593582,0.6968526466380544,0.6968526466380544,,0.28
mis,fakeddit_real_lcc,1,nfmcd_robust,0.2,6,0.19976101518158085,0.7427126499051997,0.35826022208918085,0.6889004289038909,0.6889004289038909,,0.25
mis,fakeddit_real_lcc,2,nfmcd_robust,0.2,6,0.2001729262049875,0.7176941347271611,0.35790365151088216,0.6664479798808156,0.6664479798808156,,0.25
mis,fakeddit_real_lcc,4,nfmcd_default,0.2,6,0.09476383186805015,0.4565199759937843,0.1522209841031267,0.5307711258930771,0.5307711258930771,,0.5
mis,fakeddit_real_lcc,3,nfmcd_robust,0.2,6,0.19848059093485126,0.7156326389064511,0.3529507787830319,0.6916666666666667,0.6916666666666667,,0.26
mis,fakeddit_real_lcc,4,nfmcd_robust,0.2,6,0.19496367265720926,0.7202564635049777,0.3492605354413279,0.667274369713394,0.667274369713394,,0.25
mis,fakeddit_real_lcc,0,nfmcd_default,0.4,6,0.08019686210035037,0.44192910974719257,0.14679372809134988,0.5514533463605277,0.5514533463605277,,0.49
mis,fakeddit_real_lcc,1,nfmcd_default,0.4,6,0.12454933142804325,0.4364385501356649,0.2488104857876224,0.5114480198019802,0.5114480198019802,,0.5
mis,fakeddit_real_lcc,2,nfmcd_default,0.4,6,0.09254536376721967,0.4625207603827623,0.14609234357964485,0.5573644357596482,0.5573644357596482,,0.47
mis,fakeddit_real_lcc,3,nfmcd_default,0.4,6,0.06822801018862967,0.4326354750263219,0.20168934945949424,0.523998998998999,0.523998998998999,,0.55
mis,fakeddit_real_lcc,0,nfmcd_robust,0.4,6,0.20516291609991155,0.7641569915468137,0.36839461028054726,0.6354909623839765,0.6354909623839765,,0.28
mis,fakeddit_real_lcc,1,nfmcd_robust,0.4,6,0.20595144484636696,0.7529492735249155,0.3652157062892834,0.6449308993399341,0.6449308993399341,,0.31
mis,fakeddit_real_lcc,2,nfmcd_robust,0.4,6,0.18574748189653867,0.7165594442588816,0.3440299931485426,0.5878236443575965,0.5878236443575965,,0.23
mis,fakeddit_real_lcc,4,nfmcd_default,0.4,6,0.1093180572130934,0.4498172594281139,0.1600301985995446,0.5307986609277857,0.5307986609277857,,0.55
mis,fakeddit_real_lcc,3,nfmcd_robust,0.4,6,0.2049439912281643,0.7221919130515416,0.35939061177949366,0.5829704704704705,0.5829704704704705,,0.28
mis,fakeddit_real_lcc,4,nfmcd_robust,0.4,6,0.20043669253901863,0.7271235223521418,0.3436699898640816,0.6425394548063128,0.6425394548063128,,0.23
