diagnostic,dataset,seed,variant,metric,value
d5_cca,crisismmd,1,"cd=16,div=4",conf_mean,0.636038
d5_cca,crisismmd,1,"cd=16,div=4",agr_n,800.000000
d5_cca,crisismmd,1,"cd=16,div=4",agr_mean,0.832886
d5_cca,crisismmd,1,"cd=16,div=4",agr_sd,0.111479
d5_cca,crisismmd,1,"cd=16,div=4",agr_q05,0.602040
d5_cca,crisismmd,1,"cd=16,div=4",agr_q25,0.778500
d5_cca,crisismmd,1,"cd=16,div=4",agr_q50,0.860766
d5_cca,crisismmd,1,"cd=16,div=4",agr_q75,0.915437
d5_cca,crisismmd,1,"cd=16,div=4",agr_q95,0.960209
d5_cca,crisismmd,2,"cd=2,div=16",onmi,0.519311
d5_cca,crisismmd,2,"cd=2,div=16",alpha_mean,0.516539
d5_cca,crisismmd,2,"cd=2,div=16",conf_mean,0.523628
d5_cca,crisismmd,2,"cd=2,div=16",agr_n,800.000000
d5_cca,crisismmd,2,"cd=2,div=16",agr_mean,0.582392
d5_cca,crisismmd,2,"cd=2,div=16",agr_sd,0.572927
d5_cca,crisismmd,2,"cd=2,div=16",agr_q05,-0.849423
d5_cca,crisismmd,2,"cd=2,div=16",agr_q25,0.414225
d5_cca,crisismmd,2,"cd=2,div=16",agr_q50,0.869952
d5_cca,crisismmd,2,"cd=2,div=16",agr_q75,0.981048
d5_cca,crisismmd,2,"cd=2,div=16",agr_q95,0.999218
d5_cca,crisismmd,2,"cd=2,div=8",onmi,0.464738
d5_cca,crisismmd,2,"cd=2,div=8",alpha_mean,0.532240
d5_cca,crisismmd,2,"cd=2,div=8",conf_mean,0.546058
d5_cca,crisismmd,2,"cd=2,div=8",agr_n,800.000000
d5_cca,crisismmd,2,"cd=2,div=8",agr_mean,0.640522
d5_cca,crisismmd,2,"cd=2,div=8",agr_sd,0.517391
d5_cca,crisismmd,2,"cd=2,div=8",agr_q05,-0.594235
d5_cca,crisismmd,2,"cd=2,div=8",agr_q25,0.533998
d5_cca,crisismmd,2,"cd=2,div=8",agr_q50,0.894840
d5_cca,crisismmd,2,"cd=2,div=8",agr_q75,0.982986
d5_cca,crisismmd,2,"cd=2,div=8",agr_q95,0.999398
d5_cca,crisismmd,2,"cd=2,div=4",onmi,0.237302
d5_cca,crisismmd,2,"cd=2,div=4",alpha_mean,0.603677
d5_cca,crisismmd,2,"cd=2,div=4",conf_mean,0.648110
d5_cca,crisismmd,2,"cd=2,div=4",agr_n,800.000000
d5_cca,crisismmd,2,"cd=2,div=4",agr_mean,0.813146
d5_cca,crisismmd,2,"cd=2,div=4",agr_sd,0.386423
d5_cca,crisismmd,2,"cd=2,div=4",agr_q05,0.015488
d5_cca,crisismmd,2,"cd=2,div=4",agr_q25,0.848599
d5_cca,crisismmd,2,"cd=2,div=4",agr_q50,0.962982
d5_cca,crisismmd,2,"cd=2,div=4",agr_q75,0.992949
d5_cca,crisismmd,2,"cd=2,div=4",agr_q95,0.999715
d5_cca,crisismmd,2,"cd=4,div=16",onmi,0.536217
d5_cca,crisismmd,2,"cd=4,div=16",alpha_mean,0.499789
d5_cca,crisismmd,2,"cd=4,div=16",conf_mean,0.499699
d5_cca,crisismmd,2,"cd=4,div=16",agr_n,800.000000
d5_cca,crisismmd,2,"cd=4,div=16",agr_mean,0.639025
d5_cca,crisismmd,2,"cd=4,div=16",agr_sd,0.376012
d5_cca,crisismmd,2,"cd=4,div=16",agr_q05,-0.182899
d5_cca,crisismmd,2,"cd=4,div=16",agr_q25,0.481775
d5_cca,crisismmd,2,"cd=4,div=16",agr_q50,0.780502
d5_cca,crisismmd,2,"cd=4,div=16",agr_q75,0.914187
d5_cca,crisismmd,2,"cd=4,div=16",agr_q95,0.980319
d5_cca,crisismmd,2,"cd=4,div=8",onmi,0.551634
d5_cca,crisismmd,2,"cd=4,div=8",alpha_mean,0.528595
d5_cca,crisismmd,2,"cd=4,div=8",conf_mean,0.540850
d5_cca,crisismmd,2,"cd=4,div=8",agr_n,800.000000
d5_cca,crisismmd,2,"cd=4,div=8",agr_mean,0.707135
d5_cca,crisismmd,2,"cd=4,div=8",agr_sd,0.318715
d5_cca,crisismmd,2,"cd=4,div=8",agr_q05,0.060522
d5_cca,crisismmd,2,"cd=4,div=8",agr_q25,0.598781
d5_cca,crisismmd,2,"cd=4,div=8",agr_q50,0.821730
d5_cca,crisismmd,2,"cd=4,div=8",agr_q75,0.933349
d5_cca,crisismmd,2,"cd=4,div=8",agr_q95,0.982357
d5_cca,crisismmd,2,"cd=4,div=4",onmi,0.423013
d5_cca,crisismmd,2,"cd=4,div=4",alpha_mean,0.603313
d5_cca,crisismmd,2,"cd=4,div=4",conf_mean,0.647591
d5_cca,crisismmd,2,"cd=4,div=4",agr_n,800.000000
d5_cca,crisismmd,2,"cd=4,div=4",agr_mean,0.843673
d5_cca,crisismmd,2,"cd=4,div=4",agr_sd,0.218485
d5_cca,crisismmd,2,"cd=4,div=4",agr_q05,0.440454
d5_cca,crisismmd,2,"cd=4,div=4",agr_q25,0.815912
d5_cca,crisismmd,2,"cd=4,div=4",agr_q50,0.920119
d5_cca,crisismmd,2,"cd=4,div=4",agr_q75,0.968695
d5_cca,crisismmd,2,"cd=4,div=4",agr_q95,0.992258
d5_cca,crisismmd,2,"cd=8,div=16",onmi,0.754236
d5_cca,crisismmd,2,"cd=8,div=16",alpha_mean,0.463897
d5_cca,crisismmd,2,"cd=8,div=16",conf_mean,0.448425
d5_cca,crisismmd,2,"cd=8,div=16",agr_n,800.000000
d5_cca,crisismmd,2,"cd=8,div=16",agr_mean,0.611741
d5_cca,crisismmd,2,"cd=8,div=16",agr_sd,0.283431
d5_cca,crisismmd,2,"cd=8,div=16",agr_q05,0.058916
d5_cca,crisismmd,2,"cd=8,div=16",agr_q25,0.447863
d5_cca,crisismmd,2,"cd=8,div=16",agr_q50,0.694202
d5_cca,crisismmd,2,"cd=8,div=16",agr_q75,0.833904
d5_cca,crisismmd,2,"cd=8,div=16",agr_q95,0.932459
d5_cca,crisismmd,2,"cd=8,div=8",onmi,0.739763
d5_cca,crisismmd,2,"cd=8,div=8",alpha_mean,0.514971
d5_cca,crisismmd,2,"cd=8,div=8",conf_mean,0.521387
d5_cca,crisismmd,2,"cd=8,div=8",agr_n,800.000000
d5_cca,crisismmd,2,"cd=8,div=8",agr_mean,0.705250
d5_cca,crisismmd,2,"cd=8,div=8",agr_sd,0.230564
d5_cca,crisismmd,2,"cd=8,div=8",agr_q05,0.251556
d5_cca,crisismmd,2,"cd=8,div=8",agr_q25,0.598484
d5_cca,crisismmd,2,"cd=8,div=8",agr_q50,0.775843
d5_cca,crisismmd,2,"cd=8,div=8",agr_q75,0.875107
d5_cca,crisismmd,2,"cd=8,div=8",agr_q95,0.950852
d5_cca,crisismmd,2,"cd=8,div=4",onmi,0.607619
d5_cca,crisismmd,2,"cd=8,div=4",alpha_mean,0.600984
d5_cca,crisismmd,2,"cd=8,div=4",conf_mean,0.644262
d5_cca,crisismmd,2,"cd=8,div=4",agr_n,800.000000
d5_cca,crisismmd,2,"cd=8,div=4",agr_mean,0.843697
d5_cca,crisismmd,2,"cd=8,div=4",agr_sd,0.148221
d5_cca,crisismmd,2,"cd=8,div=4",agr_q05,0.575018
d5_cca,crisismmd,2,"cd=8,div=4",agr_q25,0.791832
d5_cca,crisismmd,2,"cd=8,div=4",agr_q50,0.889637
d5_cca,crisismmd,2,"cd=8,div=4",agr_q75,0.943998
d5_cca,crisismmd,2,"cd=8,div=4",agr_q95,0.975073
d5_cca,crisismmd,2,"cd=16,div=16",onmi,0.681293
d5_cca,crisismmd,2,"cd=16,div=16",alpha_mean,0.410480
d5_cca,crisismmd,2,"cd=16,div=16",conf_mean,0.372115
d5_cca,crisismmd,2,"cd=16,div=16",agr_n,800.000000
d5_cca,crisismmd,2,"cd=16,div=16",agr_mean,0.546031
d5_cca,crisismmd,2,"cd=16,div=16",agr_sd,0.223411
d5_cca,crisismmd,2,"cd=16,div=16",agr_q05,0.118430
d5_cca,crisismmd,2,"cd=16,div=16",agr_q25,0.403580
d5_cca,crisismmd,2,"cd=16,div=16",agr_q50,0.578952
d5_cca,crisismmd,2,"cd=16,div=16",agr_q75,0.721745
d5_cca,crisismmd,2,"cd=16,div=16",agr_q95,0.847018
d5_cca,crisismmd,2,"cd=16,div=8",onmi,0.722748
d5_cca,crisismmd,2,"cd=16,div=8",alpha_mean,0.487327
d5_cca,crisismmd,2,"cd=16,div=8",conf_mean,0.481896
d5_cca,crisismmd,2,"cd=16,div=8",agr_n,800.000000
d5_cca,crisismmd,2,"cd=16,div=8",agr_mean,0.675107
d5_cca,crisismmd,2,"cd=16,div=8",agr_sd,0.173156
d5_cca,crisismmd,2,"cd=16,div=8",agr_q05,0.366789
d5_cca,crisismmd,2,"cd=16,div=8",agr_q25,0.570726
d5_cca,crisismmd,2,"cd=16,div=8",agr_q50,0.707815
d5_cca,crisismmd,2,"cd=16,div=8",agr_q75,0.808459
d5_cca,crisismmd,2,"cd=16,div=8",agr_q95,0.895229
d5_cca,crisismmd,2,"cd=16,div=4",onmi,0.492920
d5_cca,crisismmd,2,"cd=16,div=4",alpha_mean,0.595185
d5_cca,crisismmd,2,"cd=16,div=4",conf_mean,0.635979
d5_cca,crisismmd,2,"cd=16,div=4",agr_n,800.000000
d5_cca,crisismmd,2,"cd=16,div=4",agr_mean,0.832632
d5_cca,crisismmd,2,"cd=16,div=4",agr_sd,0.112953
d5_cca,crisismmd,2,"cd=16,div=4",agr_q05,0.605774
d5_cca,crisismmd,2,"cd=16,div=4",agr_q25,0.783984
d5_cca,crisismmd,2,"cd=16,div=4",agr_q50,0.860296
d5_cca,crisismmd,2,"cd=16,div=4",agr_q75,0.912719
d5_cca,crisismmd,2,"cd=16,div=4",agr_q95,0.960820
