part,dataset,variant,k,seed,k_true,onmi,modularity,f1,error,secs
C,crisismmd@r1.0,default,7,0,7,0.04284360283833544,0.025636075914698526,0.26195419143093474,,1.14
C,crisismmd@r1.0,default,7,1,7,0.057849034433482216,0.004269162465853715,0.30167715703872894,,1.34
C,crisismmd@r1.0,default,7,2,7,0.0,0.027224664754577715,0.263885859791159,,1.25
C,crisismmd@r1.0,default,8,0,7,0.040270433648131876,0.013356126161168895,0.20252561162403512,,1.38
C,crisismmd@r1.0,default,8,1,7,0.05018619982088368,0.005620760309977114,0.2580182116107233,,1.06
C,crisismmd@r1.0,default,9,0,7,0.0,0.010405361179350649,0.2594498213549567,,0.97
C,crisismmd@r1.0,default,8,2,7,0.057156931282488666,0.010071907199922122,0.31310370836235346,,1.28
C,crisismmd@r1.0,default,9,2,7,0.0,0.010040239603640944,0.267131954286223,,1.19
C,crisismmd@r1.0,default,10,0,7,0.02644187704484291,0.006310904295853249,0.2052327156620528,,1.06
C,crisismmd@r1.0,default,10,1,7,0.06543460799897516,0.0031670518082988967,0.3479192728018844,,1.08
C,crisismmd@r1.0,default,9,1,7,0.047742444806228024,-0.0009540559843585687,0.29410450542706273,,1.47
C,crisismmd@r1.0,default,10,2,7,0.042338158620315314,0.00595101014797387,0.3009117764611336,,1.24
C,crisismmd@r1.0,default,11,0,7,0.02865113917091,0.008747023662239357,0.21199479804520396,,1.16
C,crisismmd@r1.0,default,11,1,7,0.059433820514654956,-0.00014002822157000819,0.3402295687333652,,1.12
C,crisismmd@r1.0,default,11,2,7,0.043899313369412774,0.004836197948100911,0.2687985549029671,,1.12
C,crisismmd@r1.0,default,12,0,7,0.0,0.004338473871126021,0.22005747339203494,,1.11
C,crisismmd@r1.0,default,12,1,7,0.09787401361020576,0.0022502167243027933,0.3310817897870641,,1.08
C,crisismmd@r1.0,default,12,2,7,0.038546465724878964,0.008807741591125065,0.2894784197697492,,1.34
C,crisismmd@r1.0,default,13,0,7,0.0,0.0015539057178130945,0.2347089233178239,,1.44
C,crisismmd@r1.0,default,14,1,7,0.11618334289953025,0.0004015247589345281,0.423485536425213,,1.0
C,crisismmd@r1.0,default,13,2,7,0.08603841660569311,0.0036246907977510487,0.3289503659801019,,1.2
C,crisismmd@r1.0,default,13,1,7,0.11953409856324715,0.0008910170015610856,0.4340854737098906,,1.27
C,crisismmd@r1.0,default,14,0,7,0.026630868464114554,0.008667923290142286,0.22044758241875634,,1.19
C,crisismmd@r1.0,default,14,2,7,0.019819654321856728,0.005544891355971003,0.23900155813166638,,0.88
